"from_user_id","to_user_id","betweenness"
"650","75",4
"1269","26",1
"857","753",2.10438524015991
"650","1151",180
"364","675",921.019113442297
"921","695",32.5722222222222
"675","1277",46.6366867023674
"857","753",2.10438524015991
"857","1286",26.1748579730573
"1277","1286",187.160183314167
"1286","1277",19.8671295113156
"857","753",2.10438524015991
"921","1286",93.9063008431855
"1238","1238",0
"1193","1098",182
"857","753",2.10438524015991
"650","26",4.35714285714286
"1297","753",466
